CdSe 10sec hi ex300,,CdSe 10sec hi em510301,,CdSe 10sec hi ex400,,CdSe 180sec hi ex400,,CdSe 180sec hi em525,,CdSe 180sec hi ex460,,CdSe 180sec hi em470,,CdSe 180min sonochem em520,,CdSe 180min sonochem ex410,,CdSe 180min sonochem em485,,CdSe 180min sonochem ex390,,CdSe 180min sonochem em560,,CdSe 180min sonochem ex470,,CdSe 30min sonochem ex470,,CdSe 30min sonochem em515,,CdSe 30min sonochem ex400,,CdSe 30min sonochem em470,,CdSe 30min sonochem ex385,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
366,19.3746357,306,104.1296158,466.0599976,421.3866272,466.0599976,220.9631958,306,-0.8350391388,525.9699707,673.5490723,306,-0.5501298904,306,3.102133036,476.0599976,58.01943207,306,5.766011238,456.0599976,61.30960846,325.9299927,6.050896168,535.9699707,10.04461861,535.9699707,88.82614136,325.9299927,142.0847626,466.0599976,238.8760681,306,44.72239685,450.8999939,263.0163879,
367.0700073,20.0191555,307.0700073,114.4912796,466.9599915,428.999054,466.9599915,222.9589386,307.0700073,1.470535278,527.0100098,673.8688354,307.0700073,0.1726913452,307.0700073,3.453509569,476.9599915,58.05584717,307.0700073,6.583250046,456.9599915,60.37909698,327.0299988,6.44181633,537.0100098,9.208526611,537.0100098,83.25291443,327.0299988,143.9746399,466.9599915,238.3858643,307.0700073,47.98020935,451.9599915,264.5440063,
368,19.94786453,308,117.1198044,468.0299988,429.2373352,468.0299988,225.7929993,308,1.12812233,528.0499878,677.9935303,308,0.1825294495,308,3.51669383,478.0299988,58.81742859,308,6.439919472,458.0299988,62.39704895,327.9599915,6.710116386,538.0499878,9.222694397,538.0499878,77.55451965,327.9599915,148.8121185,468.0299988,239.7467651,308,50.04191589,452.8699951,268.8238831,
369.0700073,21.72970772,309.0700073,123.2162552,468.9299927,435.3913879,468.9299927,226.3104553,309.0700073,2.851932526,528.9500122,677.8429565,309.0700073,0.6363744736,309.0700073,4.264836311,478.9299927,58.43378448,309.0700073,7.579633713,458.9299927,62.82328796,329.0599976,6.897910118,538.9500122,10.0670948,538.9500122,75.48648071,329.0599976,148.6927185,468.9299927,242.9798889,309.0700073,51.5588913,453.9299927,268.0574951,
370,21.67963409,310,128.2150726,470,439.2663879,470,225.8270721,310,3.836936951,530,673.40448,310,0.975774765,310,4.474819183,480,59.9388504,310,7.899384499,460,63.82684326,330,7.167720795,540,10.08200264,540,71.70722961,330,155.7599792,470,244.9298096,310,53.08988953,454.8399963,270.1350098,
371.0700073,23.30250168,311.0700073,132.8550262,471.0599976,443.1333313,471.0599976,229.8507996,311.0700073,5.373836517,531.039978,669.244812,311.0700073,1.509689331,311.0700073,4.538610458,481.0599976,59.28917694,311.0700073,8.536129951,461.0599976,63.85809326,331.0700073,7.300171852,541.0200195,9.395130157,541.0200195,70.40986633,331.0700073,159.4436035,471.0599976,245.9749146,311.0700073,56.15516663,455.8999939,271.6735535,
372,23.15268898,312,136.3913269,471.9599915,443.9706726,471.9599915,230.7234039,312,6.876605988,531.9400024,664.5446167,312,2.162425041,312,5.268731117,481.9599915,59.76124573,312,8.65664959,461.9599915,64.77271271,332,7.377634048,542.0499878,10.04566765,542.0499878,66.69212341,332,167.0116272,471.9599915,245.0041504,312,60.26522827,456.9599915,273.1747131,
373.0700073,23.9504528,313.0700073,141.0956116,473.0299988,451.1662292,473.0299988,229.7627258,313.0700073,8.455440521,532.9799805,658.5792847,313.0700073,2.654712677,313.0700073,4.80440712,483.0299988,59.81493378,313.0700073,9.199737549,463.0299988,64.93543243,333.0700073,7.968119621,542.9400024,10.73088264,542.9400024,61.71470642,333.0700073,169.3963165,473.0299988,243.2711792,313.0700073,61.52141571,457.8699951,275.1639099,
374,23.92222595,314,147.5998688,473.9299927,455.2510071,473.9299927,233.842514,314,7.908662796,534.0200195,650.4696655,314,2.880362511,314,5.370354652,483.9299927,60.34511566,314,9.2199049,463.9299927,66.48937988,334,8.148464203,543.9699707,10.50196457,543.9699707,58.94525146,334,172.4113007,473.9299927,245.999939,314,63.30377197,458.9299927,275.2811584,
375.0700073,25.35122108,315.0700073,154.2159729,475,461.8000793,475,234.5150604,315.0700073,10.47532654,535.0700073,641.0410156,315.0700073,4.037081718,315.0700073,4.804371834,485,59.00551605,315.0700073,10.69621372,465,66.98188782,335.0700073,9.056750298,545,11.21223068,545,56.76921082,335.0700073,175.8605957,475,247.0394287,315.0700073,65.07951355,459.8399963,278.7678223,
376,25.08251953,316,159.7662354,476.0599976,463.8399963,476.0599976,234.3298492,316,11.94658852,535.9699707,632.15448,316,4.63270092,316,5.790870667,486.0599976,59.80305481,316,11.00828648,466.0599976,67.00733185,336,9.643573761,546.0200195,11.26205444,546.0200195,51.55618286,336,184.9195862,476.0599976,248.006134,316,70.04705811,460.8999939,274.1991272,
377.0700073,26.7420578,317.0700073,165.2677917,476.9599915,468.8396301,476.9599915,236.1189423,317.0700073,13.32748222,537.0100098,620.3502808,317.0700073,5.058401108,317.0700073,5.905267715,486.9599915,59.46710205,317.0700073,11.69414139,466.9599915,66.858078,337.0700073,8.870179176,547.0499878,11.29322815,547.0499878,48.90560913,337.0700073,187.4830017,476.9599915,249.9503479,317.0700073,74.51397705,461.9599915,280.8092651,
378,27.29917526,318,171.1761169,478.0299988,470.9205017,478.0299988,237.0709076,318,18.13015175,538.0499878,606.6940308,318,6.183520317,318,5.712777138,488.0299988,59.2252655,318,11.76200294,468.0299988,68.34063721,338,10.04872513,547.9400024,11.43594933,547.9400024,45.98440552,338,193.344986,478.0299988,251.4289856,318,74.70183563,462.8699951,275.1014709,
379.0700073,27.45275879,319.0700073,174.8182373,478.9299927,479.3145447,478.9299927,238.9806061,319.0700073,18.00736809,538.9500122,596.1776123,319.0700073,6.96364975,319.0700073,6.469462395,488.9299927,60.60163879,319.0700073,12.55510616,468.9299927,67.6233902,339.0700073,9.459745407,548.9699707,11.87803078,548.9699707,43.15615845,339.0700073,193.9837494,478.9299927,250.2556458,319.0700073,79.80586243,463.9299927,278.1444092,
380,28.45701981,320,183.0214233,480,480.2920837,480,238.4428558,320,18.88256264,540,581.2977295,320,6.797165871,320,7.85796833,490,59.19307709,320,13.41374683,470,68.05596161,340,10.15594387,550,12.30940437,550,40.28147888,340,200.1446686,480,252.5154419,320,82.60231781,464.8399963,279.8554077,
381.0700073,28.63189125,320.9299927,191.8541412,481.0599976,488.3556213,481.0599976,240.5637665,320.9299927,20.37846184,541.0200195,569.9483643,320.9299927,8.613730431,320.9299927,7.260173798,491.0400085,59.09368134,320.9299927,13.25960064,471.0599976,68.8408432,341.0700073,9.12898159,551.039978,12.65380478,551.039978,37.391922,341.0700073,204.7621002,481.0599976,252.0874939,320.9299927,88.67680359,465.8999939,278.5174561,
382,30.2232914,322.0299988,199.0651855,481.9599915,491.9779358,481.9599915,241.7094574,322.0299988,23.49048805,542.0499878,557.1599731,322.0299988,10.09591389,322.0299988,7.813936234,491.9400024,58.66164398,322.0299988,15.45967007,471.9599915,68.89066315,342,10.19971848,551.9400024,12.61421394,551.9400024,36.07304382,342,212.7905121,481.9599915,253.8876343,322.0299988,92.27279663,466.9599915,277.3702087,
383.0700073,30.73922157,322.9599915,205.8775787,483.0299988,498.294342,483.0299988,240.2023163,322.9599915,25.67025185,542.9400024,546.3678589,322.9599915,10.7968111,322.9599915,7.405879021,492.980011,57.65409088,322.9599915,15.10308361,473.0299988,68.07374573,343.0700073,10.8468256,552.9799805,13.12955093,552.9799805,31.25548553,343.0700073,216.4586792,483.0299988,253.0938721,322.9599915,96.49424744,467.8699951,277.7139282,
384,30.90931511,324.0599976,210.3266144,483.9299927,501.6073914,483.9299927,243.8340302,324.0599976,28.43994713,543.9699707,526.0072021,324.0599976,12.51525593,324.0599976,7.957720757,494.019989,56.06815338,324.0599976,15.13087559,473.9299927,69.59092712,344,11.3190527,554.0200195,13.49931717,554.0200195,30.58956909,344,220.5875397,483.9299927,256.3325195,324.0599976,99.19126892,468.9299927,280.4747925,
385.0700073,31.2372036,325,222.0027313,485,511.7823792,485,245.5020294,325,29.72271538,545,515.8840332,325,11.97213078,325,8.868118286,495.0700073,57.52402496,325,16.89119339,475,70.13369751,345.0700073,11.58402634,555.0700073,13.72894478,555.0700073,28.15790558,345.0700073,220.4021606,485,255.334137,325,98.97007751,469.8399963,274.3199158,
386,32.29784775,325.9299927,226.4360809,486.0599976,517.2508545,486.0599976,246.1834564,325.9299927,31.62647057,546.0200195,498.7671509,325.9299927,13.83920956,325.9299927,9.167119026,495.9700012,55.22918701,325.9299927,17.84095764,476.0599976,68.66157532,346,11.24145985,555.9699707,13.96757507,555.9699707,26.00618744,346,231.4398041,486.0599976,259.8637695,325.9299927,105.9620361,470.8999939,275.8278503,
387.0700073,32.58774185,327.0299988,231.4846344,486.9599915,523.6408691,486.9599915,250.6858063,327.0299988,34.55587006,547.0499878,489.9263916,327.0299988,14.37197781,327.0299988,9.383238792,497.0100098,54.99551392,327.0299988,17.94126892,476.9599915,70.09809875,347.0700073,11.91917992,557.0100098,13.5870285,557.0100098,24.24850464,347.0700073,229.4687195,486.9599915,258.9578857,327.0299988,110.2801361,471.9599915,278.0879517,
388,32.70773697,327.9599915,238.3159485,488.0299988,529.7205811,488.0299988,248.5354156,327.9599915,36.73355865,547.9400024,473.7987671,327.9599915,16.00028229,327.9599915,10.15369129,498.0499878,55.23547363,327.9599915,18.11906052,478.0299988,69.09042358,348,12.08482647,558.0499878,14.46931458,558.0499878,22.66784668,348,236.1968689,488.0299988,260.0794373,327.9599915,113.4056625,472.8699951,279.4729309,
389.0700073,34.75905228,329.0599976,246.8191833,488.9299927,539.5043945,488.9299927,256.5579834,329.0599976,40.64424896,548.9699707,464.1950684,329.0599976,17.21014404,329.0599976,10.05126762,498.9500122,53.78070831,329.0599976,18.95172119,478.9299927,70.12791443,349.0700073,12.5428009,558.9500122,14.1393013,558.9500122,20.70095825,349.0700073,236.9107361,488.9299927,262.6026001,329.0599976,114.9224625,473.9299927,276.1695557,
390,34.33528519,330,248.4403687,490,538.4189453,490,257.2579041,330,42.23764038,550,447.2768555,330,18.28277206,330,11.12906933,500,53.27390289,330,19.63749313,480,69.46613312,350,12.11122894,560,14.76307106,560,18.18107605,350,237.9538116,490,264.8011169,330,122.1605301,474.8399963,277.2816772,
391.0700073,34.98740768,331.0700073,261.914978,491.0400085,547.1621094,491.0400085,258.0614929,331.0700073,45.56278229,551.039978,435.3431396,331.0700073,20.62363434,331.0700073,10.32430744,501.0400085,51.18510818,331.0700073,21.10407639,481.0599976,68.47245789,351.0700073,13.81444168,561.039978,15.17733574,561.039978,17.04142761,351.0700073,247.5416412,491.0400085,266.1337585,331.0700073,126.8651199,475.8999939,276.7692871,
392,36.06808472,332,269.7099609,491.9400024,558.3758545,491.9400024,263.0199585,332,49.5920639,551.9400024,428.7426147,332,21.24617004,332,11.81691551,501.9400024,51.91450119,332,22.76959229,481.9599915,69.30049896,352,12.75356483,561.9400024,15.05652046,561.9400024,15.38705444,352,250.3031769,491.9400024,267.9962158,332,133.4127808,476.9599915,275.338501,
393.0700073,36.59135818,333.0700073,278.2088318,492.980011,562.7141113,492.980011,271.0769958,333.0700073,51.4901886,552.9799805,412.62146,333.0700073,24.01823425,333.0700073,11.46403217,502.980011,50.53800201,333.0700073,23.82881546,483.0299988,66.36997986,353.0700073,14.06978703,562.9799805,15.16224289,562.9799805,12.86206818,353.0700073,251.9496307,492.980011,269.6817322,333.0700073,139.1001282,477.8699951,273.9743042,
394,37.40132904,334,285.4438782,494.019989,567.2578125,494.019989,272.2153931,334,53.36206055,554.0200195,404.3919678,334,25.90719223,334,12.20615482,504.019989,50.07014465,334,25.32773972,483.9299927,67.29027557,354,13.70522499,564.0200195,14.44410515,564.0200195,11.37825012,354,255.3764496,494.019989,268.7076721,334,143.7445679,478.9299927,272.0526123,
395.0700073,37.98442078,335.0700073,298.0376892,495.0700073,577.0405273,495.0700073,277.8349609,335.0700073,61.28649902,555.0700073,390.9182129,335.0700073,26.8590126,335.0700073,12.47214413,505.0700073,48.5454216,335.0700073,25.99119186,485,68.18938446,355.0700073,14.25521946,565.0700073,14.31058693,565.0700073,10.24178314,355.0700073,258.4605713,495.0700073,273.3321533,335.0700073,147.9654541,479.8399963,271.6282654,
396,37.8710289,336,302.8535461,495.9700012,580.3458252,495.9700012,278.7763062,336,61.50868988,555.9699707,382.5768433,336,29.4332428,336,12.43762875,505.9700012,47.25629807,336,26.45029068,486.0599976,66.272789,356,14.17136192,565.9699707,14.70084763,565.9699707,7.679763794,356,262.4338989,495.9700012,274.3675232,336,154.0722961,480.8999939,272.1824036,
397.0700073,39.46128845,337.0700073,312.5888672,497.0100098,585.7462158,497.0100098,286.7732544,337.0700073,64.99326324,557.0100098,370.7210083,337.0700073,29.12617111,337.0700073,13.74110699,507.0100098,46.2038765,337.0700073,26.63887024,486.9599915,65.70046997,357.0700073,14.61249542,567.0100098,14.25635719,567.0100098,6.129798889,357.0700073,266.553009,497.0100098,279.3573608,337.0700073,155.491272,481.9599915,272.5729675,
398,38.55220795,338,318.5279236,498.0499878,592.3983154,498.0499878,291.9094543,338,70.17006683,558.0499878,359.505127,338,32.51464844,338,13.45146847,508.0499878,45.74647522,338,28.88531876,488.0299988,65.68869019,358,15.13438702,568.0499878,13.56715965,568.0499878,4.910507202,358,269.4142761,498.0499878,278.5429993,338,161.7817078,482.8699951,275.1001892,
399.0700073,40.23099518,339.0700073,328.5155029,498.9500122,596.144165,498.9500122,300.345459,339.0700073,72.17723083,558.9500122,351.6719971,339.0700073,35.66301727,339.0700073,15.0046072,508.9500122,45.05659866,339.0700073,29.75624084,488.9299927,65.42842865,359.0700073,15.22697163,568.9500122,14.25263786,568.9500122,3.776893616,359.0700073,270.1201782,498.9500122,280.8312683,339.0700073,163.3921356,483.9299927,273.3843689,
400,40.20618057,340,339.5827026,500,601.4899902,500,308.3182678,340,77.03512573,560,340.8701172,340,37.47056961,340,15.11455822,510,44.23442841,340,31.13793182,490,63.94920349,360,15.58897305,570,13.09606361,570,1.525726318,360,274.1013184,500,282.4594421,340,172.346817,484.8399963,270.2243042,
401.0700073,41.14036179,341.0700073,345.0682983,501.0400085,604.2005615,501.0400085,314.1052856,341.0700073,81.18550873,561.039978,332.1283569,341.0700073,41.05439377,341.0700073,14.88768673,511.0599976,43.08414078,341.0700073,32.63489914,491.0400085,63.62221527,361.0700073,15.47035122,571.0200195,13.16904831,571.0200195,0.1749725342,361.0700073,277.5375061,501.0400085,289.9925232,341.0700073,180.6409149,485.8999939,276.3804321,
402,41.35193634,342,356.1339111,501.9400024,609.6619873,501.9400024,318.995697,342,88.65872955,561.9400024,323.4526367,342,41.3241272,342,15.26297665,511.9599915,41.27195358,342,32.59001923,491.9400024,63.64432526,362,15.60194302,572.0499878,12.66856766,572.0499878,0.3137207031,362,280.7472839,501.9400024,292.2793274,342,184.3030701,486.9599915,271.1385803,
403.0700073,42.44697189,343.0700073,371.465332,502.980011,609.1682129,502.980011,325.8974609,343.0700073,91.29949951,562.9799805,316.4118042,343.0700073,44.45471191,343.0700073,16.24616051,513.0300293,39.82114792,343.0700073,36.89716721,492.980011,62.72589874,363.0700073,15.9265089,572.9400024,12.51754189,572.9400024,-0.3426742554,363.0700073,281.8609924,502.980011,291.6148682,343.0700073,190.2496185,487.8699951,271.6467896,
404,42.13306808,344,377.5219421,504.019989,610.7150879,504.019989,337.9328613,344,92.78833771,564.0200195,304.6860352,344,46.86239624,344,16.88563538,513.9299927,39.45272446,344,35.42556,494.019989,61.58753204,364,16.54253197,573.9699707,11.93908882,573.9699707,-3.338508606,364,285.1890564,504.019989,292.5618591,344,199.3781433,488.9299927,276.078186,
405.0700073,43.03162384,345.0700073,388.5081787,505.0700073,615.9830322,505.0700073,345.0592957,345.0700073,96.57521057,565.0700073,296.6806641,345.0700073,51.26520157,345.0700073,17.25497627,515,37.85936737,345.0700073,36.26541138,495.0700073,61.18500519,365.0700073,16.09967422,575,11.41469574,575,-4.671478271,365.0700073,286.5071411,505.0700073,292.9240417,345.0700073,199.4967041,489.8399963,276.8196716,
406,42.55211258,346,385.7037354,505.9700012,616.1633301,505.9700012,353.7216187,346,101.4416351,565.9699707,290.9646606,346,52.79097366,346,17.90868568,516.0599976,36.04966736,346,36.88382339,495.9700012,59.49212646,366,16.49818993,576.0200195,10.97337532,576.0200195,-4.88433075,366,287.333313,505.9700012,292.4389954,346,204.5589752,490.8900146,276.2240906,
407.0700073,45.03744888,347.0700073,398.3190613,507.0100098,619.5018311,507.0100098,366.0697937,347.0700073,105.3454666,567.0100098,284.6721191,347.0700073,56.39403534,347.0700073,17.4524231,516.960022,35.75556564,347.0700073,37.70566177,497.0100098,57.31182098,367.0700073,16.35661697,577.0499878,10.7520256,577.0499878,-7.776321411,367.0700073,292.1302185,507.0100098,298.4728394,347.0700073,210.5541077,491.9400024,279.2275696,
408,44.75625992,348,402.4733582,508.0499878,614.9206543,508.0499878,373.2350159,348,112.4555054,568.0499878,273.7227783,348,57.23357773,348,18.09891701,518.0300293,32.93056107,348,38.62177658,498.0499878,56.90409851,368,17.52601814,577.9400024,10.15044403,577.9400024,-7.56943512,368,293.4034729,508.0499878,296.3987122,348,214.9125977,492.980011,279.3360596,
409.0700073,44.43937302,349.0700073,417.4625854,508.9500122,611.942627,508.9500122,382.2945557,349.0700073,113.9299927,568.9500122,267.899353,349.0700073,60.53876114,349.0700073,19.32860756,518.9299927,33.36819839,349.0700073,40.62779236,498.9500122,56.83802795,369.0700073,17.33409119,578.9699707,10.32183838,578.9699707,-10.22384644,369.0700073,296.3422241,508.9500122,296.2893677,349.0700073,218.2022247,493.8800049,278.8161926,
410,46.28400421,350,420.8237,510,613.6965332,510,390.7056274,350,120.8975677,570,259.3916016,350,62.23997879,350,19.55537224,520,31.62600327,350,42.23273087,500,55.88293457,370,18.95793724,580,9.904327393,580,-10.97406769,370,306.4996643,510,301.7463379,350,221.5688171,494.9200134,283.6288147,
411.0599976,45.59371185,351.0700073,435.3800964,511.0599976,609.7866211,511.0599976,405.0299377,351.0700073,125.8417664,571.0200195,251.7257233,351.0700073,66.05613708,351.0700073,19.86927986,521.039978,29.75035858,351.0700073,40.91173172,501.0400085,54.32798004,371.0700073,18.9596405,581.0200195,9.285459518,581.0200195,-12.20278168,371.0700073,309.1809692,511.0599976,299.5516357,351.0700073,231.3362885,495.9700012,286.5791321,
411.9599915,46.3356514,352,437.0910339,511.9599915,600.3183594,511.9599915,409.1993713,352,132.2160034,572.0499878,248.0121002,352,70.6078949,352,19.81282806,521.9400024,29.04506683,352,44.24833298,501.9400024,53.98271179,372,18.98395157,582.0499878,8.60084343,582.0499878,-13.49314117,372,313.1250305,511.9599915,296.4356384,352,230.829834,496.8599854,283.7246399,
413.0299988,45.485466,353.0700073,446.3567505,513.0300293,594.3144531,513.0300293,419.1612549,353.0700073,135.3249054,572.9400024,241.7894135,353.0700073,74.09095001,353.0700073,20.63639069,522.9799805,27.99098969,353.0700073,44.68058777,502.980011,53.19405365,373.0700073,19.92103958,582.9400024,8.534160614,582.9400024,-13.29463959,373.0700073,312.077301,513.0300293,297.3752441,353.0700073,234.0578766,497.9100037,285.7614746,
413.9299927,46.25013733,354,450.1969604,513.9299927,588.3787842,513.9299927,429.7802734,354,140.4339142,573.9699707,232.5009308,354,75.34906006,354,21.53233147,524.0200195,26.58599854,354,46.78451157,504.019989,50.06290436,374,19.40433121,583.9699707,8.197608948,583.9699707,-15.103508,374,317.153717,513.9299927,296.4860535,354,238.8578339,498.9500122,287.617981,
415,47.95335388,355.0700073,459.4237366,515,578.2668457,515,435.4743347,355.0700073,146.3922577,575,226.5307465,355.0700073,78.3085556,355.0700073,22.3368454,525.0700073,25.64669037,355.0700073,47.59424973,505.0700073,48.70607758,375.0700073,19.70053482,585,7.547784805,585,-15.2624588,375.0700073,320.242981,515,294.6555786,355.0700073,244.8345947,499.8500061,291.0098877,
416.0599976,48.16114044,356,464.6885071,516.0599976,572.0858154,516.0599976,447.3050232,356,149.303833,576.0200195,218.010788,356,81.28398895,356,23.23372841,525.9699707,25.14412308,356,48.10436249,505.9700012,48.75335693,376,19.67475319,586.0200195,6.509460449,586.0200195,-17.1431427,376,320.1294556,516.0599976,293.2450256,356,252.0585022,500.8900146,290.9862061,
416.9599915,49.01747131,357.0700073,473.0542908,516.960022,566.5390625,516.960022,451.7363892,357.0700073,159.2751617,577.0499878,213.9385223,357.0700073,84.98762512,357.0700073,22.6485672,527.0100098,24.58003616,357.0700073,48.27168274,507.0100098,46.44570541,377.0700073,20.37730217,587.0499878,6.760982513,587.0499878,-18.99398804,377.0700073,324.2234192,516.960022,290.2586365,357.0700073,251.2398682,501.9400024,294.3762817,
418.0299988,48.5607605,358,481.8453674,518.0300293,547.4831543,518.0300293,463.0762329,358,160.170517,577.9400024,206.5819855,358,88.73551178,358,23.41746712,528.0499878,23.17620087,358,50.21408463,508.0499878,45.48289108,378,21.15805626,587.9400024,6.126293182,587.9400024,-19.47949219,378,326.4421082,518.0300293,287.1418457,358,257.3106689,502.980011,293.521698,
418.9299927,48.3167572,359.0700073,485.8730164,518.9299927,539.7403564,518.9299927,465.8506165,359.0700073,170.9765167,578.9699707,203.6258698,359.0700073,92.53677368,359.0700073,23.77160835,528.9500122,21.96587372,359.0700073,49.95454788,508.9500122,45.20983887,379.0700073,21.1741848,588.9699707,5.564849854,588.9699707,-20.91033936,379.0700073,328.7870178,518.9299927,282.282074,359.0700073,262.5280762,503.8800049,297.3892212,
420,49.34870529,360,495.6029358,520,528.3344727,520,473.7868958,360,173.1444855,580,197.9615021,360,95.82196045,360,25.08240509,530,21.72352982,360,51.9497261,510,42.62675095,380,21.12365723,590,5.26398468,590,-21.44972992,380,329.4437561,520,280.6162415,360,265.8414612,504.9200134,296.7680359,
421.0700073,48.41490936,361.0700073,506.5396423,521.039978,518.1975098,521.039978,476.497467,361.0700073,178.5108795,581.0200195,191.8036346,361.0700073,97.25241089,361.0700073,25.33971024,531.039978,20.61522675,361.0700073,52.1562233,511.0599976,41.97873306,381.0700073,21.44466019,591.0200195,4.372385025,591.0200195,-21.54047394,381.0700073,331.3887634,521.039978,274.4105225,361.0700073,267.2052612,505.9700012,299.702301,
