CdS sonochem 150min em420,,CdS sonochem 150min ex330,,CdS sonochem 150min em470,,CdS sonochem 150min ex355,,CdS sonochem 150min em520,,CdS sonochem 150min ex345,,CdS sonochem 150min ex345 slow,,CdS sonochem 150min em455 slow,,CdS sonochem 150min ex295,,CdS sonochem 150min em350,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
360,108.3253937,460,96.75892639,360,135.6280365,484.8399963,122.097908,390,73.58042145,474.8399963,125.2856445,474.8399963,125.0007629,360,137.9462738,425.0700073,65.2008667,,,
361.0700073,105.5305023,461.0599976,98.63562012,361.0700073,135.5219727,485.8999939,122.7148972,391.0599976,71.31692505,475.8999939,124.3026733,475.8999939,124.0687103,361.0700073,135.8757782,426,64.1680603,,,
362,103.1278381,461.9599915,97.43069458,362,132.2462616,486.9599915,118.2075577,391.9599915,70.27013397,476.9599915,125.9226837,476.9599915,123.4988098,362,135.0289459,427.0700073,64.61564636,,,
363.0700073,100.0317001,463.0299988,94.23474121,363.0700073,134.8198242,487.8699951,119.4258652,393.0299988,69.806427,477.8699951,122.2473145,477.8699951,121.6120605,363.0700073,133.5796661,428,61.71114731,,,
364,98.29026794,463.9299927,93.73815918,364,131.0160522,488.9299927,117.5243759,393.9299927,68.13991547,478.9299927,122.9593811,478.9299927,122.2438812,364,132.1194,429.0700073,62.23813248,,,
365.0700073,95.5358963,465,92.21466064,365.0700073,128.4640808,489.8399963,117.0835495,395,66.70182037,479.8399963,121.6065369,479.8399963,119.9510651,365.0700073,130.0598907,430,60.65673447,,,
366,92.97943878,466.0599976,92.76567078,366,126.780838,490.8900146,116.481102,396.0599976,64.57568359,480.8999939,118.6572876,480.8999939,119.127243,366,126.2108154,431.0599976,59.78422928,,,
367.0700073,90.60530853,466.9599915,93.57989502,367.0700073,124.1439056,491.9400024,115.8226852,396.9599915,63.95719528,481.9599915,119.2966003,481.9599915,118.3804321,367.0700073,124.5278778,431.9599915,61.20978165,,,
368,86.38519287,468.0299988,93.37542725,368,123.0756836,492.980011,113.149353,398.0299988,63.40587997,482.8699951,117.8104858,482.8699951,117.3846283,368,121.6048431,433.0299988,59.53469467,,,
369.0700073,83.64538574,468.9299927,91.43161011,369.0700073,119.4354401,493.8800049,112.7799835,398.9299927,61.61458969,483.9299927,117.389679,483.9299927,115.0038147,369.0700073,119.0757294,433.9299927,58.80326462,,,
370,83.81588745,470,91.14680481,370,121.1213531,494.9200134,114.6765671,400,59.49129105,484.8399963,115.1882629,484.8399963,115.6771698,370,119.603714,435,58.08825302,,,
371.0700073,80.94561768,471.0599976,91.77520752,371.0700073,116.2663651,495.9700012,112.626236,401.0700073,59.16730881,485.8999939,113.9288025,485.8999939,113.6442566,371.0700073,116.6454315,436.0599976,58.02392197,,,
372,78.8216629,471.9599915,87.61656189,372,113.6982346,496.8599854,112.912674,402,57.59202194,486.9599915,116.8548431,486.9599915,114.2431183,372,113.7158051,436.9599915,59.00432205,,,
373.0700073,74.40357208,473.0299988,87.67214966,373.0700073,111.1350632,497.9100037,111.9410019,403.0700073,57.86859512,487.8699951,112.7705841,487.8699951,112.1932526,373.0700073,109.9780884,438.0299988,55.37558746,,,
374,70.83614349,473.9299927,88.32832336,374,109.2199936,498.9500122,110.2971725,404,56.5980072,488.9299927,112.9184265,488.9299927,111.4366455,374,107.195549,438.9299927,56.47111893,,,
375.0700073,66.95524597,475,87.95504761,375.0700073,105.5464401,499.8500061,111.730423,405.0700073,56.13354874,489.8399963,111.8536377,489.8399963,109.6903534,375.0700073,104.4465866,440,56.96519089,,,
376,64.77314758,476.0599976,84.67558289,376,103.4672165,500.8900146,109.0117264,406,55.25965881,490.8900146,108.5007324,490.8900146,108.596611,376,101.9997101,441.0599976,55.28094101,,,
377.0700073,61.94429398,476.9599915,84.51852417,377.0700073,101.1824341,501.9400024,108.2586594,407.0700073,54.99723434,491.9400024,110.1496887,491.9400024,108.6774979,377.0700073,99.60280609,441.9599915,55.51831818,,,
378,60.02917099,478.0299988,84.47581482,378,98.82151031,502.980011,110.6431274,408,53.66960907,492.980011,110.5177002,492.980011,108.3276749,378,96.52313232,443.0299988,55.11008453,,,
379.0700073,55.87532425,478.9299927,83.53868103,379.0700073,95.64645386,503.8800049,110.3633881,409.0700073,52.73639679,493.8800049,109.1233673,493.8800049,107.3888855,379.0700073,93.26799774,443.9299927,54.23263931,,,
380,53.71609116,480,83.93515015,380,93.76973724,504.9200134,110.5961838,410,52.63072586,494.9200134,107.1004639,494.9200134,107.1187286,380,90.50432587,445,54.44462967,,,
381.0700073,50.67026138,481.0599976,81.0874939,381.0700073,90.13322449,505.9700012,109.98629,411.0599976,51.97428513,495.9700012,106.8981934,495.9700012,105.7298737,381.0700073,87.01602173,446.0599976,53.75751114,,,
382,48.27245712,481.9599915,82.64442444,382,86.45231628,506.8599854,109.6964645,411.9599915,51.01918411,496.8599854,106.9519348,496.8599854,106.0965195,382,83.72053528,446.9599915,55.93697739,,,
383.0700073,44.52095032,483.0299988,81.85372925,383.0700073,83.6584549,507.9100037,112.6966705,413.0299988,50.28618622,497.9100037,107.1091766,497.9100037,104.7034454,383.0700073,80.37969971,448.0299988,54.6779213,,,
384,43.39496994,483.9299927,78.59829712,384,80.56164551,508.9500122,111.2061691,413.9299927,50.31849289,498.9500122,104.6228333,498.9500122,104.1600494,384,77.20828247,448.9299927,54.04103088,,,
385.0700073,41.34749985,485,78.9657135,385.0700073,79.05595398,509.8500061,111.9259491,415,49.67399597,499.8500061,105.5014038,499.8500061,104.092865,385.0700073,75.00374603,450,54.0305748,,,
386,39.54551315,486.0599976,76.73414612,386,75.12606049,510.8999939,113.7201004,416.0599976,48.625,500.8900146,104.6564636,500.8900146,104.2818527,386,72.16659546,451.0599976,52.78465652,,,
387.0700073,35.04692078,486.9599915,75.76651001,387.0700073,73.46451569,511.9599915,113.2959061,416.9599915,48.51979446,501.9400024,106.758606,501.9400024,104.5687408,387.0700073,69.25923157,451.9599915,52.8978157,,,
388,33.45087814,488.0299988,75.01274109,388,69.6208725,512.8699951,114.0170364,418.0299988,48.79341125,502.980011,103.2475128,502.980011,103.5733414,388,66.82676697,453.0299988,53.56364441,,,
389.0700073,32.49795914,488.9299927,75.21676636,389.0700073,67.53603363,513.9299927,113.5283279,418.9299927,48.01290512,503.8800049,104.5486603,503.8800049,105.0319824,389.0700073,64.15979767,453.9299927,53.86997223,,,
390,28.36968613,490,72.64717102,390,65.3646698,514.8400269,114.6957169,420,48.2383461,504.9200134,106.38974,504.9200134,102.6043015,390,61.9662056,455,52.75997543,,,
391.0599976,27.69987488,491.0400085,72.94491577,391.0599976,63.21255493,515.9000244,113.7270737,421.0700073,47.91260529,505.9700012,106.1140747,505.9700012,104.173111,391.0599976,59.36316299,456.0599976,53.16636276,,,
391.9599915,26.07896805,491.9400024,75.56370544,391.9599915,60.89511871,516.960022,115.5477982,422,48.03636551,506.8599854,105.411026,506.8599854,104.464592,391.9599915,57.73944473,456.9599915,53.58475113,,,
393.0299988,23.76215363,492.980011,74.78131104,393.0299988,58.74633789,517.8699951,115.2513351,423.0700073,47.64270401,507.9100037,106.7878723,507.9100037,105.2749329,393.0299988,55.58110428,458.0299988,53.54140091,,,
393.9299927,22.83004761,494.019989,72.7318573,393.9299927,56.5322113,518.9299927,112.3865891,424,47.44878006,508.9500122,109.3678131,508.9500122,106.2321548,393.9299927,53.22613907,458.9299927,52.80531693,,,
395,21.26092148,495.0700073,72.74139404,395,55.08055115,519.8400269,115.0601578,425.0700073,46.459198,509.8500061,108.3204498,509.8500061,107.5228195,395,51.57105255,460,50.78733826,,,
396.0599976,18.37773895,495.9700012,70.00862122,396.0599976,52.30825424,520.8900146,114.5270309,426,46.8886795,510.8999939,110.3214722,510.8999939,107.0460587,396.0599976,49.54860306,461.0599976,52.26010895,,,
396.9599915,17.85599899,497.0100098,72.23945618,396.9599915,51.0991478,521.9400024,114.7377701,427.0700073,45.7063446,511.9599915,108.5486755,511.9599915,107.4233246,396.9599915,47.96695709,461.9599915,52.56808472,,,
398.0299988,15.13252354,498.0499878,71.56237793,398.0299988,49.47074509,522.9799805,111.9062958,428,44.78962708,512.8699951,111.9140015,512.8699951,109.3561707,398.0299988,46.10904694,463.0299988,52.44577789,,,
398.9299927,13.89833736,498.9500122,71.22317505,398.9299927,47.20364761,523.8800049,112.1369858,429.0700073,45.54919052,513.9299927,112.9333954,513.9299927,109.4021988,398.9299927,44.6833725,463.9299927,51.43959427,,,
400,13.03821087,500,70.28164673,400,45.59791183,524.9199829,111.4813156,430,45.43554306,514.8400269,110.2252808,514.8400269,109.629364,400,42.66409302,465,51.19707489,,,
401.0700073,10.44892406,501.0400085,71.18925476,401.0700073,43.70999146,525.9699707,108.9530716,431.0599976,43.96188736,515.9000244,111.9053192,515.9000244,110.3128967,401.0700073,40.54006577,466.0599976,51.67133331,,,
402,9.639739037,501.9400024,69.42327881,402,41.85754776,526.8599854,109.3321686,431.9599915,44.10226059,516.960022,111.6295624,516.960022,110.1235352,402,39.29866791,466.9599915,50.8692131,,,
403.0700073,7.733557701,502.980011,71.80297852,403.0700073,41.46403503,527.9099731,108.8019485,433.0299988,43.81433868,517.8699951,112.4624939,517.8699951,109.9168396,403.0700073,37.34542084,468.0299988,51.52975082,,,
404,7.29103756,504.019989,69.89363098,404,39.52074432,528.9500122,106.1537247,433.9299927,43.43518829,518.9299927,113.2788239,518.9299927,111.1313171,404,35.30609131,468.9299927,50.85386658,,,
405.0700073,6.35176754,505.0700073,72.77073669,405.0700073,38.61070251,529.8499756,104.2382584,435,43.12600708,519.8400269,113.4313965,519.8400269,110.9931488,405.0700073,33.66532898,470,51.22200012,,,
406,4.921624184,505.9700012,73.12802124,406,38.31547546,530.8900146,101.7273407,436.0599976,42.87102127,520.8900146,110.9751282,520.8900146,110.2586823,406,32.28984451,471.0599976,48.75867844,,,
407.0700073,4.745013237,507.0100098,72.66549683,407.0700073,36.52493668,531.9400024,99.47314453,436.9599915,42.41112137,521.9400024,111.2358246,521.9400024,110.1634064,407.0700073,30.71735001,471.9599915,49.94785309,,,
408,3.233054161,508.0499878,73.67604065,408,35.98210907,532.9799805,97.42028809,438.0299988,41.90003204,522.9799805,109.2334595,522.9799805,109.1424255,408,29.22941208,473.0299988,49.52125549,,,
409.0700073,2.586367607,508.9500122,75.17652893,409.0700073,34.25666046,533.8800049,94.87828827,438.9299927,41.79792786,523.8800049,112.3527222,523.8800049,109.5437012,409.0700073,27.9003067,473.9299927,49.83064651,,,
410,1.193327904,510,72.69760132,410,33.54454041,534.9199829,94.96333313,440,42.00456238,524.9199829,110.1959381,524.9199829,108.0042572,410,26.52153397,475,48.9788475,,,
,,511.0599976,77.0504303,411.0599976,32.16506958,535.9699707,92.01167297,441.0599976,42.03487015,525.9699707,109.0335388,525.9699707,106.9915314,411.0599976,24.82434464,476.0599976,49.11524963,,,
,,511.9599915,77.44514465,411.9599915,32.44931793,536.8599854,88.38433838,441.9599915,41.56192017,526.8599854,106.7678528,526.8599854,105.3922348,411.9599915,23.70314026,476.9599915,50.51027298,,,
,,513.0300293,77.22058105,413.0299988,29.29083252,537.9099731,86.75808716,443.0299988,41.50110626,527.9099731,107.0549774,527.9099731,103.8454742,413.0299988,22.32883453,478.0299988,48.01305389,,,
,,513.9299927,77.30049133,413.9299927,28.29366302,538.9500122,83.77846527,443.9299927,40.7036438,528.9500122,102.9569855,528.9500122,102.4717255,413.9299927,21.20992279,478.9299927,47.4679985,,,
,,515,77.7819519,415,26.87252808,539.8499756,81.8626709,445,41.02009964,529.8499756,103.4213257,529.8499756,100.5604477,415,19.34720993,480,47.83490372,,,
,,516.0599976,80.51371765,416.0599976,25.14033508,540.8800049,79.52191925,446.0599976,40.8799057,530.8900146,99.0464325,530.8900146,97.88592529,416.0599976,18.18442917,481.0599976,46.48311615,,,
,,516.960022,79.70568848,416.9599915,23.85988617,541.9099731,76.6720047,446.9599915,40.60964203,531.9400024,98.33139038,531.9400024,96.84047699,416.9599915,17.19909668,481.9599915,46.15101242,,,
,,518.0300293,80.77479553,418.0299988,22.92720413,542.9400024,74.60041809,448.0299988,40.29806519,532.9799805,94.62086487,532.9799805,94.470047,418.0299988,15.96852779,483.0299988,46.28049088,,,
,,518.9299927,79.53787231,418.9299927,22.34693527,543.9699707,73.86148071,448.9299927,40.06095123,533.8800049,93.53730774,533.8800049,91.03069305,418.9299927,15.27142048,483.9299927,46.72899628,,,
,,520,81.20323181,420,21.82941437,544.8499756,69.76816559,450,39.90103912,534.9199829,91.63766479,534.9199829,89.13180542,420,14.31698322,485,46.84008789,,,
,,521.039978,81.77183533,421.0700073,21.36781311,545.8800049,66.84028625,451.0599976,40.10725784,535.9699707,88.45875549,535.9699707,87.47846985,421.0700073,13.4217062,486.0599976,46.55994797,,,
,,521.9400024,81.20091248,422,20.32091522,546.9099731,65.7591095,451.9599915,39.3846283,536.8599854,86.22459412,536.8599854,85.43721008,422,12.65892124,486.9599915,47.02602768,,,
,,522.9799805,78.95672607,423.0700073,19.60450363,547.9400024,66.09726715,453.0299988,38.88679504,537.9099731,84.04443359,537.9099731,83.78107452,423.0700073,11.78127193,488.0299988,45.78282166,,,
,,524.0200195,78.57247925,424,18.45778275,548.9699707,64.43457031,453.9299927,38.05039215,538.9500122,82.1675415,538.9500122,80.69017029,424,11.00002384,488.9299927,45.27180481,,,
,,525.0700073,80.71772766,425.0700073,17.28287506,549.8499756,60.65096283,455,37.93560791,539.8499756,76.89953613,539.8499756,77.73799896,425.0700073,10.01074123,490,44.67619324,,,
,,525.9699707,79.08403015,426,16.55783081,550.8900146,59.29425049,456.0599976,37.82055283,540.8800049,78.05160522,540.8800049,76.73059082,426,9.198264122,491.0400085,44.07025146,,,
,,527.0100098,75.49279785,427.0700073,15.9952631,551.9400024,59.51222229,456.9599915,37.17787552,541.9099731,76.85820007,541.9099731,73.8431015,427.0700073,8.125731468,491.9400024,44.2011261,,,
,,528.0499878,75.81646729,428,15.23396206,552.9799805,56.75296021,458.0299988,37.27222061,542.9400024,71.55134583,542.9400024,71.26173401,428,7.240771294,492.980011,45.22075272,,,
,,528.9500122,74.75796509,429.0700073,13.90224171,553.8800049,56.16299438,458.9299927,36.99751282,543.9699707,70.69902039,543.9699707,69.0041275,429.0700073,6.202717781,494.019989,45.02178574,,,
,,530,72.6217804,430,12.92747593,554.9199829,54.59077454,460,37.36314011,544.8499756,67.42778015,544.8499756,68.50730133,430,5.375969887,495.0700073,44.59573746,,,
,,531.039978,72.23298645,431.0599976,12.34808064,555.9699707,53.34660339,461.0599976,36.85810852,545.8800049,68.18051147,545.8800049,66.78265381,431.0599976,4.65547657,495.9700012,44.12747192,,,
,,531.9400024,69.36141968,431.9599915,12.01089764,556.8599854,51.83863831,461.9599915,36.81498718,546.9099731,66.23303223,546.9099731,64.07008362,431.9599915,4.09090519,497.0100098,46.35678864,,,
,,532.9799805,67.10992432,433.0299988,11.28726864,557.9099731,48.96889496,463.0299988,36.4992981,547.9400024,62.79725266,547.9400024,61.47475433,433.0299988,3.130281448,498.0499878,44.397686,,,
,,534.0200195,62.22572708,433.9299927,10.25937176,558.9500122,49.80080414,463.9299927,35.87632751,548.9699707,60.19730759,548.9699707,59.85734558,433.9299927,2.593676567,498.9500122,44.86683655,,,
,,535.0700073,63.25003433,435,9.054961205,559.8499756,48.28743744,465,36.07480621,549.8499756,59.91025925,549.8499756,58.70448303,435,2.03943634,500,44.13559723,,,
,,535.9699707,60.72719955,436.0599976,9.528895378,560.8900146,45.63978577,466.0599976,35.70461273,550.8900146,56.61889267,550.8900146,57.51417542,436.0599976,1.035981178,501.0400085,45.40647888,,,
,,537.0100098,60.22075272,436.9599915,8.380244255,561.9400024,45.74361038,466.9599915,35.23183441,551.9400024,56.62225723,551.9400024,55.3829422,436.9599915,0.5019254684,501.9400024,44.10622406,,,
,,538.0499878,58.17699814,438.0299988,7.729249001,562.9799805,43.76906586,468.0299988,35.40824127,552.9799805,54.93336105,552.9799805,53.69935608,438.0299988,-0.1924724579,502.980011,46.03862762,,,
,,538.9500122,54.68555069,438.9299927,6.816456795,563.8800049,41.83612061,468.9299927,35.01090622,553.8800049,52.28197098,553.8800049,52.09365845,438.9299927,-0.8454837799,504.019989,46.42798996,,,
,,540,53.13567734,440,6.41928196,564.9199829,42.25897217,470,34.26687241,554.9199829,53.051548,554.9199829,51.36169434,440,-1.479393959,505.0700073,46.65086746,,,
,,541.0200195,50.08893204,441.0599976,5.762946129,565.9699707,41.93078995,471.0599976,34.19943619,555.9699707,51.10235977,555.9699707,50.37644958,441.0599976,-1.942900658,505.9700012,46.69475555,,,
,,542.0499878,48.59113693,441.9599915,5.01766777,566.8599854,40.35357285,471.9599915,34.6940918,556.8599854,49.2517128,556.8599854,48.56396484,441.9599915,-2.456985474,507.0100098,48.28533554,,,
,,542.9400024,47.63851547,443.0299988,4.634595871,567.9099731,39.17588425,473.0299988,34.14006805,557.9099731,47.69209671,557.9099731,47.18256378,443.0299988,-2.962080956,508.0499878,49.29662704,,,
,,543.9699707,43.6662178,443.9299927,4.115298271,568.9500122,39.34551239,473.9299927,33.89356613,558.9500122,45.74051285,558.9500122,45.49504852,443.9299927,-3.651805878,508.9500122,50.22985458,,,
,,545,43.71571732,445,3.307648659,569.8499756,37.61295319,475,33.95795441,559.8499756,46.35076523,559.8499756,44.24981689,445,-3.844985008,510,49.28736877,,,
,,546.0200195,39.52605057,446.0599976,2.615334511,570.8800049,36.93287659,476.0599976,32.82741165,560.8900146,44.13265228,560.8900146,43.66040802,,,511.0599976,49.69436264,,,
,,547.0499878,41.02856064,446.9599915,2.848250389,571.9099731,36.36811066,476.9599915,32.78712845,561.9400024,43.36882019,561.9400024,41.94433594,,,511.9599915,50.45485306,,,
,,547.9400024,37.57301712,448.0299988,1.812707901,572.9400024,35.73230743,478.0299988,33.08745575,562.9799805,42.91291428,562.9799805,41.5022049,,,513.0300293,51.2660675,,,
,,548.9699707,35.76298141,448.9299927,1.503176689,573.9699707,34.17807388,478.9299927,32.36677933,563.8800049,41.6955452,563.8800049,40.58279419,,,513.9299927,54.153862,,,
,,550,35.23138046,450,0.757390976,574.8499756,32.92040253,480,31.91551208,564.9199829,39.79832077,564.9199829,38.53368378,,,515,53.42802811,,,
,,551.039978,34.01028061,451.0599976,0.05671882629,575.8800049,32.83924484,481.0400085,32.53308868,565.9699707,38.52959824,565.9699707,38.236763,,,516.0599976,54.48948288,,,
,,551.9400024,32.47848129,451.9599915,-0.09302520752,576.9099731,31.54554367,481.9400024,31.67538452,566.8599854,39.22797012,566.8599854,36.92506409,,,516.960022,55.54717636,,,
,,552.9799805,30.64637375,453.0299988,-0.4994840622,577.9400024,31.03926086,482.980011,31.5651474,567.9099731,37.40634537,567.9099731,36.35771942,,,518.0300293,54.30290604,,,
,,554.0200195,29.28649521,453.9299927,-1.28198719,578.9699707,29.49436951,484.019989,31.28397369,568.9500122,34.87668991,568.9500122,35.18963623,,,518.9299927,56.51381302,,,
,,555.0700073,29.64224625,455,-1.397724152,579.8499756,29.85974884,485.0700073,31.32888412,569.8499756,35.29354477,569.8499756,35.25428772,,,520,56.20152664,,,
,,555.9699707,28.3667984,456.0599976,-2.319003105,580.8800049,29.06283951,485.9700012,30.62491608,570.8800049,33.75369644,570.8800049,33.76101685,,,521.039978,56.18162918,,,
,,557.0100098,27.18549347,456.9599915,-2.610011101,581.9099731,27.94820404,487.0100098,30.77425003,571.9099731,33.95035553,571.9099731,32.21440887,,,521.9400024,57.02836227,,,
,,558.0499878,25.29201508,458.0299988,-3.417284012,582.9400024,27.16730499,488.0499878,29.89716721,572.9400024,33.24147415,572.9400024,31.46279335,,,522.9799805,57.44409561,,,
,,558.9500122,23.24611282,458.9299927,-3.422627449,583.9699707,25.18920898,488.9500122,29.61607361,573.9699707,30.70859146,573.9699707,30.6918087,,,524.0200195,54.24287415,,,
,,560,22.50595856,460,-3.785364151,584.8499756,25.52829742,490,29.17254639,574.8499756,29.00384903,574.8499756,29.70822716,,,525.0700073,56.37402725,,,
,,561.039978,22.69765472,,,585.8800049,25.16405106,491.0599976,28.84674072,575.8800049,30.21443939,575.8800049,29.0087719,,,525.9699707,54.01916122,,,
,,561.9400024,19.51347733,,,586.9099731,24.61853027,491.9599915,28.61257172,576.9099731,29.38147354,576.9099731,28.24156761,,,527.0100098,55.22600174,,,
,,562.9799805,19.85829926,,,587.9400024,23.67228699,493.0299988,28.56907272,577.9400024,29.03422546,577.9400024,28.24893761,,,528.0499878,55.44106293,,,
,,564.0200195,18.54280472,,,588.9699707,23.05765152,493.9299927,27.75938034,578.9699707,26.84352875,578.9699707,26.70334053,,,528.9500122,54.05757904,,,
,,565.0700073,18.65884781,,,589.8499756,22.54334641,495,28.22270584,579.8499756,27.74193573,579.8499756,26.01193428,,,530,51.91322327,,,
,,565.9699707,16.76877213,,,590.8800049,22.27773285,496.0599976,27.0278244,580.8800049,27.76791763,580.8800049,25.57378578,,,531.039978,51.69573975,,,
,,567.0100098,16.73080063,,,591.9099731,21.19702148,496.9599915,27.05489922,581.9099731,24.64123535,581.9099731,24.68273354,,,531.9400024,50.766716,,,
,,568.0499878,16.18334198,,,592.9400024,20.54921341,498.0299988,26.02438545,582.9400024,24.77259445,582.9400024,24.18568611,,,532.9799805,49.20696259,,,
,,568.9500122,14.48637772,,,593.9699707,20.31260681,498.9299927,26.14621925,583.9699707,24.38259506,583.9699707,22.69854927,,,534.0200195,47.85912323,,,
,,570,14.4800415,,,594.8499756,19.77160263,500,25.99993896,584.8499756,23.42146683,584.8499756,22.55313301,,,535.0700073,47.23628235,,,
,,571.0200195,12.77927017,,,595.8800049,18.8612709,501.0400085,25.0725708,585.8800049,24.06362915,585.8800049,21.8368969,,,535.9699707,46.62106705,,,
,,572.0499878,12.03512955,,,596.9099731,18.20347595,501.9400024,24.77877998,586.9099731,22.40522766,586.9099731,21.68345451,,,537.0100098,44.30580521,,,
,,572.9400024,12.13321304,,,597.9400024,18.51232529,502.980011,24.42416954,587.9400024,22.01673889,587.9400024,20.43810463,,,538.0499878,43.35053635,,,
,,573.9699707,12.14091492,,,598.9699707,17.43382263,504.019989,24.59305,588.9699707,21.02068329,588.9699707,19.95322609,,,538.9500122,40.09622192,,,
,,575,10.85730362,,,599.8499756,16.99280357,505.0700073,22.65683746,589.8499756,20.65707016,589.8499756,19.5158062,,,540,41.45359802,,,
,,576.0200195,10.21325684,,,600.8800049,17.39030457,505.9700012,23.3820076,590.8800049,19.97924805,590.8800049,18.74374199,,,541.0200195,40.07214737,,,
,,577.0499878,7.974536896,,,,,507.0100098,22.03093529,591.9099731,19.58026123,591.9099731,18.45983315,,,542.0499878,38.54774475,,,
,,577.9400024,8.43914032,,,,,508.0499878,21.02745819,592.9400024,19.71340942,592.9400024,17.65181923,,,542.9400024,37.42735672,,,
,,578.9699707,6.783172607,,,,,508.9500122,20.53767204,593.9699707,18.24746323,593.9699707,17.48424339,,,543.9699707,36.08353424,,,
,,580,7.498775482,,,,,510,18.79462433,594.8499756,17.50535202,594.8499756,16.48147392,,,545,35.15462494,,,
,,581.0200195,5.521957397,,,,,,,595.8800049,17.22061157,595.8800049,16.19646263,,,546.0200195,33.99288559,,,
,,582.0499878,5.09091568,,,,,,,596.9099731,17.2685051,596.9099731,15.65341377,,,547.0499878,33.65024567,,,
,,582.9400024,4.98979187,,,,,,,597.9400024,15.04092026,597.9400024,15.31759834,,,547.9400024,32.44326019,,,
,,583.9699707,3.809474945,,,,,,,598.9699707,16.19604111,598.9699707,14.1568737,,,548.9699707,31.13105011,,,
,,585,2.78175354,,,,,,,599.8499756,14.91068649,599.8499756,14.36056328,,,550,31.1817131,,,
,,586.0200195,3.197257996,,,,,,,600.8800049,15.16893005,600.8800049,13.38204956,,,,,,,
,,587.0499878,1.340023041,,,,,,,,,,,,,,,,,
,,587.9400024,1.756175995,,,,,,,,,,,,,,,,,
,,588.9699707,1.673301697,,,,,,,,,,,,,,,,,
,,590,1.024002075,,,,,,,,,,,,,,,,,
,,591.0200195,0.3388023376,,,,,,,,,,,,,,,,,
,,592.0499878,-0.356754303,,,,,,,,,,,,,,,,,
,,592.9400024,-1.063724518,,,,,,,,,,,,,,,,,
,,593.9699707,-1.380409241,,,,,,,,,,,,,,,,,
,,595,-0.3784141541,,,,,,,,,,,,,,,,,
,,596.0200195,-1.748466492,,,,,,,,,,,,,,,,,
,,597.0499878,-2.797447205,,,,,,,,,,,,,,,,,
,,597.9400024,-4.306438446,,,,,,,,,,,,,,,,,
,,598.9699707,-2.515230179,,,,,,,,,,,,,,,,,
,,600,-4.894130707,,,,,,,,,,,,,,,,,

CdS sonochem 150min em420,
CdS sonochem 150min em420
Collection Time: 8/19/2022 1:04:22 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Excitation
X Mode                            Wavelength (nm)
Start (nm)                        240.00
Stop (nm)                         410.00
Em. Wavelength (nm)               420.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:23:28 PM
Method Modifications:
Overlayed Graphs Changed: 8/19/2022 12:24:53 PM, Old:OFF, New:ON
Y max Changed: 8/19/2022 12:24:53 PM, Old:  1000.0000, New:   300.0000
Excitation Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:27:20 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:27:22 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:27:22 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:28:28 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 300.00, New: 240.00
Emission Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 310.00, New: 400.00
Stop Wavelength Changed: 8/19/2022 12:28:28 PM, Old: 500.00, New: 390.00
Zero Mode Changed: 8/19/2022 12:28:31 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:28:31 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:29:17 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 240.00, New: 330.00
Emission Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 400.00, New: 340.00
Stop Wavelength Changed: 8/19/2022 12:29:17 PM, Old: 390.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:29:19 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:29:19 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:30:02 PM, Old:Emission, New:Excitation
Excitation Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 330.00, New: 240.00
Emission Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 340.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:30:02 PM, Old: 500.00, New: 400.00
Zero Mode Changed: 8/19/2022 12:30:08 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:30:08 PM, Old:Reading, New:ON
